Title,Content,Press,Date
“가방 안에 휴대전화 수십대”… 보이스피싱 조직 협력 20대 검거,"가방 안에 중계기와 휴대전화 수십대를 넣고 돌아다니며 보이스피싱(전화금융사기) 조직을 도운 20대 남성이 경찰에 검거됐다. 보이스피싱 조직은 이 남성을 이용해 해외 전화번호를 국내 번호로 위장한 것으로 드러났다. 과거 중계기를 오피스텔 등에 설치했지만 최근에는 추적을 피하기 위해 차량 등에 실어 이동하는 등 수법이 진화했다는 것이다.     경기 고양경찰서는 전기통신사업법 위반 혐의로 A(27)씨를 불구속 입건했다고 6일 밝혔다.  
   사진=뉴스1    경찰은 지난 4일 오전 파주시 경의중앙선 야당역에서 “가방 안에 휴대전화 수십대를 갖고 있는 수상한 사람이 있다”는 내용의 112 신고를 접수했다.     신고를 받고 출동한 경찰은 고양시 경의중앙선 화전역에서 A씨를 현행범으로 체포했다.     A씨의 가방에는 국내 유심칩을 이용해 해외 전화번호를 국내 번호로 바꿔주는 중계기와 함께 휴대전화 30여대가 들어있었다.     이 중계기는 보이스피싱 조직이 피해자들을 속이기 위해 사용하는 기기다.     A씨는 지난해 9월 코인 투자 정보 광고를 통해 온라인으로 알게 된 누군가로부터 일을 제안받은 것으로 전해졌다. 오전 8시부터 오후 5시까지 중계기가 든 가방을 들고 수도권 일대에서 지하철을 타고 돌아다니기만 하면 일당 20만∼30만원을 주겠다는 내용이었다.     A씨는 경찰 조사에서 “보이스피싱 조직과 주고받은 채팅은 매일 바로 삭제된다”면서 “보이스피싱 조직에 대해서는 전혀 알지 못한다”고 주장했다.",세계일보,2023-01-06 10:12:03
“지하철에 폰 수십대 든 수상한 사람”…보이스피싱 조직원이었다,"[사진 출처 = 연합뉴스]수십 대의 휴대전화를 들고다니며 보이스피싱(전화금융사기) 조직을 도운 20대 남성이 시민신고로 경찰에 붙잡혔다.경기 고양경찰서는 전기통신사업법 위반 혐의로 A(27) 씨를 불구속 입건했다고 6일 밝혔다.경찰은 지난 4일 오전 경기 파주시 경의중앙선 야당역에서 “가방 안에 휴대전화 수십 대를 갖고 있는 수상한 사람이 있다”는 내용의 신고를 받고 출동했다. 이후 고양시 경의중앙선 화전역에서 A씨를 현행범으로 체포했다.A씨의 가방에는 국내 유심칩을 이용해 해외 전화번호를 국내 번호로 바꿔주는 중계기와 함께 휴대전화 30여 대가 들어있던 것으로 확인됐다.이 중계기는 보이스피싱 조직이 피해자들을 속이기 위해 사용하는 기기다. 번호 변작 중계기를 사용하면 해외 발신 번호나 070등 인터넷 전화번호 등을 휴대 전화번호나 일반 전화번호로 바꿀 수 있다.사람들이 해외 발신 번호나 070 전화번호로 걸려 온 전화는 잘 받지 않기 때문에 ‘010’ 등으로 번호를 바꿔 전화를 거는 것이다.A씨는 지난해 9월 코인 투자 정보 광고를 통해 온라인으로 알게 된 누군가로부터 일을 제안받았다.오전 8시부터 오후 5시까지 중계기가 든 가방을 들고 수도권 일대에서 지하철을 타고 돌아다니기만 하면 일당 20만∼30만 원을 주겠다는 제안이었다.A씨는 경찰 조사에서 “보이스피싱 조직과 주고받은 채팅은 매일 바로 삭제된다”면서 “보이스피싱 조직에 대해서는 전혀 알지 못한다”고 주장했다.과거 보이스피싱 조직은 오피스텔 등 특정 건물에 중계기를 설치해두고 범행을 시도했으나, 최근에는 경찰 눈을 피해 중계기를 차량에 실은 채 이동하거나 사람이 직접 중계기를 들고 돌아다니게 하는 등 범죄 수법을 발전시키고 있다.경찰은 이 보이스피싱 조직을 검거하기 위해 수사를 확대할 계획이다.",매일경제,2023-01-06 10:34:02
"동서대 광고홍보학과, 서울영상광고제 대상·금상 수상 … ‘올해의 대학교’로 선정","(왼쪽부터)유지호, 정현우, 성민재, 서채빈 학생이 수상 후 단체 기념사진을 찍고 있다. 동서대학교 광고홍보학과가 최근 ‘서울영상광고제YCA(Young Creative Awards)’에서 대상과 금상을 받으며 올해의 대학교로 선정됐다.동서대는 지난 5일 서울 코엑스 오디토리움에서 열린 시상식에서 대상 1팀, 금상 1팀, 파이널 리스트 7팀 등 총 9개 팀의 작품이 수상하며 최다 수상으로 ‘올해의 대학’에 선정됐다.서울영상광고제는 2003년 시작해 올해로 20회를 맞은 국내 최대의 영상광고 축제이다.광고제는 ‘가장 대중적인 시선으로, 가장 공정하게’라는 슬로건으로 진행되며 국내 영상 광고를 광고업계 종사자뿐만 아니라 광고를 좋아하는 일반인도 심사에 참여할 수 있는 온·오프라인 영상 광고제이다.수상작은 1차 전문 광고인 심사, 2차 TVCF 회원온라인 심사를 거쳐 파이널 리스트를 선정한 후 3차 본상 심사위원단의 공정한 심사로 수상작을 선정한다.대상은 ‘당신에게도 일어날 수 있는 일’ 작품을 출품해 광고홍보학과 성민재, 서채빈, 유지호, 정현우 학생들이 받았다.작품은 전화금융사기(보이스피싱) 피해를 예방하는 내용의 경찰청과 협업한 작품으로 유튜브 조회 수 100만여회를 기록했다.김대엽, 강동호, 김유진, 임혜정 학생들은 화상 면접에서 사회초년생들이 가상정장을 피팅할 수 있도록 하는 ‘Fake Boss’를 출품해 금상을 받았다.성민재 학생은 “큰상을 받게 되어 영광이고 우리 대학이 올해의 대학으로 선정돼 너무 기쁘다”며 “같이 고생한 팀원들에게 고맙고 언제나 응원해 주신 가족과 교수님에게 이 기쁨을 나누고 싶다”고 말했다.",아시아경제,2023-01-06 16:07:15
"보이스피싱, 16년간 피해 4조원 돌파…윗선 구속은 난항","기사내용 요약중계기, 가상자산 등 보이스피싱 수단 다양화2006년~2021년 누적 피해 금액 3조8681억원최근 4년간 '조직상선' 검거율은 2.0%에 불과
[그래픽][서울=뉴시스]박광온 기자 = 보이스피싱 범죄에 대한 경각심이 높아졌으나, 갈수록 진화하는 수법에 피해는 끊이지 않고 있다. 신종 수법들이 등장하면서 젊은 층 중에서도 피해자가 나오는 가운데, 범죄 특성상 윗선 구속은 어려운 실정이라 우려가 높다.6일 경찰에 따르면 경찰청 국가수사본부는 검사·검찰수사관 사칭 전화금융사기 사례가 빈번하게 발생하고 있어 주의가 필요하다고 최근 당부했다.실제 새해 들어서도 보이스피싱 범죄가 잇따랐다. 경기 고양경찰서는 지난 5일 보이스피싱 중계기를 운반하며 범죄를 도운 혐의로 20대 남성을 붙잡아 수사 중이다. A씨 가방 속에는 국내 유심칩을 이용해 해외 전화번호를 국내용으로 바꾸는 중계기와 휴대전화 30여개가 들어있었다고 한다.광주에서는 자기 명의 계좌로 받은 현금으로 가상화폐(가상자산)를 구매해 전달한 20대 여성 보이스피싱 현금 인출·전달책이 지난 5일 기소됐다. 그는 지난 2021년 3~4월 보이스피싱 조직원 B씨에게 속은 피해자 4명으로부터 자신의 계좌로 송금받은 4595만원을 가상자산 이더리움으로 구매한 뒤 B씨가 지정한 전자지갑으로 전송한 혐의를 받았다.지난 몇년간 경찰 등 사법기관 추적을 피하기 위해 보이스피싱 범행 수단과 수법도 다양해졌다.  보이스피싱에 이용되는 이동형 중계기는 '070'으로 시작되는 인터넷 전화번호를 '010' 휴대전화 번호로 바꿔준다. 가상자산을 이용해 추적을 어렵게하는 수법도 널리 이용되고 있다.악성 앱 설치를 유도해 피해자가 경찰 등 어느 기관에 전화를 하더라도 범인들이 당겨 받는 이른바 '강수강발(강제수신 강제발신)' 프로그램을 심어두거나, 피해자의 위치 정보나 녹음 기능을 강제 구동시켜 지시를 순순히 따르는지까지 감시하는 사례도 있다.가짜 검찰청 사이트로 이용자를 유도하고, 검사·검찰수사관을 사칭하는 형태도 적발됐다. '006' 등 국제 발신 전화번호로 해외결제(구글스토어, 해외직구, 삼성페이 등)가 이뤄졌다는 문자를 미끼로 발송, 피해자가 이를 확인하기 위해 전화를 걸면 수사기관 등을 사칭하며 '명의도용·자금세탁 범죄에 연루됐으니 수사를 받아야 한다'고 협박하는 식이다.지난달 20대 A씨는 '이○○ 검사'로부터 ""명의도용 및 성매매 사건으로 구속영장이 청구됐다""는 전화를 받았고, 혐의를 벗고 싶으면 대출을 받아 지정한 계좌로 입금하라는 요구를 받았다고 한다. A씨는 '이 검사'에게 약 6000만원을 보냈다.
[서울=뉴시스] 서울동부지검 보이스피싱범죄 합동수사단 현판. 그나마 최근 들어서는 범죄 발생과 피해 건수가 줄어들고 있다는 점이 위안이다. 경찰청 통계에 따르면 지난해 1~11월 누적 발생 건수는 2만479건, 피해액은 5147억원으로, 전년 동기(2만8646건·7172억원) 대비 발생건수는 28.5%, 피해액은 28.2% 줄었다.하지만 여전히 연간 수천억원에 달하는 대규모 피해가 이어지고 있다.통계청의 '2022년 한국 사회동향'을 보면 보이스피싱이 처음 발생한 지난 2006년부터 2021년까지 누적 피해 금액은 3조8681억원으로 집계됐다. 지난해 피해액을 감안하면 4조원을 넘어선 셈이다. 근거지를 해외에 둔 보이스피싱 특성상 조직의 일망타진이 어렵다는 점이 주된 문제로 지적된다.보이스피싱 범죄 정부 합동수사단에 따르면, 중국에 콜센터의 87.6%가 몰려있었다. 또 필리핀(6.2%), 태국 (3.7%)에도 콜센터가 있었다. 보이스피싱 콜센터의 97% 가량이 해외에 있는 것이다.이 때문에 조직상선 검거율은 아직 낮은 편이다.지난 2018년부터 2021년까지 4년간 평균 검거인원은 3만8015명으로, 이중 총책과 텔레마케터 등 '조직상선' 검거율은 2.0%(760명)에 불과한 것으로 전해졌다. 한편 지난해 7월 보이스피싱 범죄 근절을 위한 정부 합동수사단이 출범한 바 있다. 합수단은 해외 총책 등 보이스피싱 범죄단체에 가담했을 때 해당 국가와 형사사법 공조 및 수사관 현지 파견 등을 통한 합동 수사에 나선다고 밝혔다. 인터폴 수배와 범죄인 인도 요청을 통해 주요 가담자를 강제 송환하고 범죄 단체 조직·활동 등의 혐의를 적용해 양형도 높인다는 방침이다．",뉴시스,2023-01-06 17:01:09
"[부산 대학가 소식] 동의대 방사선학과, 국시 100% 합격","(부산=연합뉴스) 동의대 방사선학과가 최근 치러진 제50회 방사선사 국가시험에서 100% 합격률을 기록했다.    동의대의 해당 시험 응시자는 모두 27명이었다.     이번 시험에는 전국에서 2천609명의 응시자 중 1천958명이 합격해 합격률은 75.0%였다. 
동의대 방사선학과 학생들[동의대 제공]동서대 광고홍보학과, 서울영상광고제 대상    (부산=연합뉴스) 동서대 광고홍보학과가 최근 열린 '서울영상광고제'에서 대상과 금상을 받아 올해의 대학교로 선정됐다.     대상을 받은 광고홍보학과 성민재, 서채빈, 유지호, 정현우 씨는 전화금융사기 피해를 예방하는 경찰청의 '당신에게도 일어날 수 있는 일' 영상으로 유튜브 조회수 100만회 이상을 기록했다. 
대상 수상자들[동서대 제공]동아대 의과대학, 의학교육 평가인증 획득    (부산=연합뉴스) 동아대 의과대학은 최근 한국의학교육평가원의 의학교육 평가인증을 획득했다.     의학교육 평가인증은 의학교육의 질적인 발전과 관리체계 강화를 통해 적정수준의 인성과 능력을 갖춘 의료인을 배출하기 위해 도입된 제도다.    의료법 제5조에 따라 평가인증을 받은 대학의 졸업생에게만 국가면허시험 응시 자격이 주어진다. 인증 기간은 4년이다. 
동아대 구덕캠퍼스[동아대 제공]",연합뉴스,2023-01-06 17:24:38
"동서대, 서울영상광고제 대상 금상 수상","대한민국 최대의 영상광고축제인 서울영상광고제YCA(Young Creative Awards)에서 동서대학교 광고홍보학과가 대상과 금상을 수상하며 올해의 대학교로 선정됐다.지난 5일 서울 코엑스 오디토리움에서 열린 시상식에서 대상 1팀, 금상 1팀, 파이널리스트 7팀 총 9개 팀의 작품이 수상하며 최다 수상으로 ‘올해의 대학’ 영예도 차지하게 됐다.서울영상광고제는 2003년 시작하여 올해로 20회를 맞은 국내 최대의 영상광고 축제다. ‘가장 대중적인 시선으로, 가장 공정하게’라는 슬로건으로 진행되며, 국내 영상 광고를 광고업계 종사자뿐만 아니라 광고를 좋아하는 일반인도 심사에 참여할 수 있는 국내 유일의 온오프라인 영상광고제이다.특히 서울영상광고제 YCA는 학생들의 공모전 출품작, 졸업작품, 미공개작 등 2022년 한 해 동안 제작한 광고영상 작품 중 최고를 가리는 왕중왕전이다.1차 전문 광고인 심사, 2차 TVCF 회원 온라인 심사를 거쳐 파이널 리스트를 선정한 후 3차 본상 심사위원단의 공정하고 엄격한 심사를 통해 수상작을 선정한다.대상 작품은 광고홍보학과 성민재, 서채빈, 유지호, 정현우가 수상했다.전화금융사기 피해, 즉 보이스피싱 피해를 예방하는 경찰청의 ‘당신에게도 일어날 수 있는 일’ 영상으로 유튜브 조회수 100만여회를 기록했다.금상은 화상회의 서비스를 제공하는 줌(zoom)을 통해 화상 면접에서 사회 초년생들이 가상 정장을 피팅할 수 있도록 하는 ‘Fake Boss’ 를 출품한 김대엽, 강동호, 김유진, 임혜정이 수상했다.성민재 학생은 “큰상을 받게 되어 영광이고, 우리 대학이 올해의 대학으로 선정되어 너무 기쁘다.같이 고생한 팀원들에게 고맙고, 언제나 응원해 주신 가족과 교수님에게 이 기쁨을 나누고 싶다”고 말했다.",부산일보,2023-01-08 16:19:01
"서울 경서농협, 보이스피싱 피해 예방 공로로 구로경찰서로부터 감사장 받아","서울 경서농협 보이스피싱 피해 예방 
    서울 경서농협 고윤숙 과장(가운데)이 지난해말 고객의 전화금융사기 범죄를 예방한 공로를 인정받아 구로경찰서로부터 감사장을 받고 있다.     서울 경서농협(조합장 이철환) 수궁지점에서 근무하는 고윤숙 과장이 전화금융사기 피해 예방에 기여한 공로로 구로경찰서(서장 김한철)로부터 감사장을 받았다.고윤숙 과장보는 지난해 말 한 고객이 국제연합기구(UN) 사칭범에게 송금하려던 중 이상한 점을 발견했다.  이후 송금하려던 것을 말린 후, 경찰에 신고해 피해를 막을 수 있었다.고윤숙 과장은 “해당 고객과 면담하고, 휴대전화 문자메시지 대화 내용을 확인하는 과정에서 보이스피싱 사기임을 직감해 그를 설득하고, 경찰에 신고했다”고 설명했다.이철환 조합장은 “직원의 발빠른 대처로 고객의 소중한 자산을 지킬 수 있었다”면서 ""앞으로도 사고예방에 필요한 직원교육을 계속 펼치겠다”고 말했다.이문수 기자",농민신문,2023-01-09 13:13:01
"경남경찰, 지난해 보이스피싱 사기범 1144명 검거","기사내용 요약지난해 발생 건수 521건, 피해액 106억원, 1144명 검거전년 대비 발생 건수 535건(50.7%), 피해액 114억원(51.8%) 감소
[창원=뉴시스] 강경국 기자 = 경남경찰청 전경. (사진=경남경찰청 제공). 2022.06.02. photo@newsis.com *재판매 및 DB 금지[창원=뉴시스]강경국 기자 = 경남경찰청은 서민경제를 침해하는 전화금융 사기를 근절하기 위해 지난해 1월부터 연말까지 집중단속과 유관기관 협업 예방·홍보 활동을 실시한 결과 전년 대비 발생 건수 535건, 피해액 114억원이 감소했다고 10일 밝혔다.경찰에 따르면 지난해 발생한 전화금융 사기는 521건, 피해액은 106억원으로 전년(발생 건수 1056건, 피해액 220억원, 검거 인원 1315명) 대비 발생 건수는 535건(50.7%) 피해액은 114억원(51.8%)이 감소했다.경찰은 또 총책, 관리책, 현금 수거책 등 범죄 조직원 1144명을 검거했다고 밝혔다.이는 사전 범죄 예방을 위해 금감원·경남도·금융기관 등 유관기관과 협업해 홍보물을 제작하고, SNS·대형전광판·지로영수증·안내방송 등으로 연령별 맞춤형 홍보활동을 펼치고 범죄 피해 경각심을 높여 범죄 피해를 감소시킬 수 있었던 것으로 판단했다.또, 상·하반기 전화금융 사기 범행 이용 8대 범행수단 특별단속을 실시해 504명을 검거하고, 대포폰 1928개, 대포통장 480개를 적발하는 등 범행수단을 차단함으로써 범행 발생 자체를 크게 감소시킨 것으로 분석됐다.경찰 관계자는 ""최근 신종범죄 수법이 등장하면서 많은 피해가 발생 할 것에 대비해 올해에도 전화금융 사기를 강력하게 단속하고, 예방·홍보 활동과 법률·제도 개선 사항을 발굴해 범죄를 차단하고 피해자들의 일상 회복을 위한 피해 지원에 집중하겠다""면서 ""일상생활 중 조금이라도 전화금융 사기가 의심되는 상황이 발생하면 112로 신고하거나 가까운 경찰서 및 지구대·파출소에 방문해 상담해 달라""고 당부했다.",뉴시스,2023-01-10 08:48:28
경남 지난해 전화금융사기 521건·106억 피해…전년比 50% 감소,"경상남도경찰청 전경.(경남경찰 제공) (창원=뉴스1) 김용구 기자 = 지난해 경남지역 보이스피싱(전화금융사기) 발생 건수와 피해 액수가 전년보다 약 50% 감소한 것으로 조사됐다. 경남경창청은 지난해 1월1일부터 12월31일까지 발생한 전화금융사기 범죄 건수는 521건, 피해액은 106억원으로 집계됐다고 10일 밝혔다. 이는 전년 같은 기간과 비교해 각각 535건(50.7%), 114억원(51.8%) 줄어든 수치다. 또 지난해 전화금융사기 범죄 검거 건수와 인원은 1741건, 1144명으로 전년보다 각각 613건(26%), 171명(13%) 감소했다. 경찰은 지난해 연중 집중 단속과 관계기관 협업 등 예방·홍보 활동이 범죄 감소에 기여한 것으로 봤다. 수사·형사·광역수사·112·홍보 등 기능 간 협업을 위해 전화금융사기 근절 TF팀을 구성했다. 또 경남경찰청·일선 경찰서 전담수사팀을 추가 지정하고 검거 종합대책을 수립했다. 특히 경찰은 상·하반기 전화금융사기 범행이용 8대 범행수단 특별단속을 실시해 468건, 504명을 검거했으며 대포폰 1928개·대포통장 480개를 적발해 범행 수단을 차단했다. 8대 범행수단은 대포폰·대포통장·변작중계기·불법환전·악성앱·개인정보불법유통·미끼문자·거짓구인광고 등이다. 또 경찰은 사전 범죄 예방을 위해 금감원·경남도·금융기관 등 관계기관과 함께 범죄 피해 경각심을 인식하는 홍보물을 제작해 SNS·대형전광판·지로영수증·안내방송 등을 활용해 배포·송출했다. 이외에도 경찰은 고액·고령자·외국인 피해자 일상생활 복귀를 돕기 위해 농협은행·경남은행과 업무협약으로 '전기통신금융사기' 피해자 지원금 2000만원을 확보해 지원하고 법인명의 대포통장 대량 개설·유통 방지 제도 개선 등을 건의했다. 경찰 관계자는 ""일상생활 중 조금이라도 전화금융사기가 의심되는 상황이 발생하면 112로 신고하거나 가까운 경찰서와 지구대·파출소에 방문해 상담해야 한다""고 당부했다.",뉴스1,2023-01-10 08:50:51
"경남경찰청, 전화금융사기 집중 단속 효과 있었네~","지난해 521건 발생…전년도 비해 절반 줄어피해액도 220억 원에서 114억 원으로 줄어8대 범행수단 특별단속 468건·504명 검거
경남경찰청 본청과 신관 전경. 부산일보DB경남에서 전화금융사기 일명 ‘보이스피싱’ 범죄가 전년도에 비해 절반 이상 줄어든 것으로 나타났다.경남경찰청은 지난해 1년간 전화금융사기 근절을 위한 검거·예방·홍보·제도개선 등 집중 단속을 벌였다고 10일 밝혔다.전화금융사기는 2021년 1056건에서 2022년 521건으로 535건(50.7%)이 줄어들었다. 피해액도 220억 원에서 106억 원으로 114억 원(51.8%)가 감소했다.검거 건수와 인원도 줄었다. 건수는 전년도 2354건에서 지난해 1741건(26%), 인원은 1315명에서 1144명(13%)으로 줄었다.경찰은 범죄 수법 진화에 대비하고 강력 단속을 위해 수사·형사·광역수사·112·홍보 등이 협업해 종합대책을 수립했다.전화금융사기 8대 범행수단 특별단속을 통해 468건 504명을 검거했다. 대포폰 1928개와 대포통장 480개를 적발하기도 했다.또 농협·경남은행과 업무협약을 맺고 ‘전기통신 금융사기’ 피해자 지원금 2000만 원을 확보해 지원이 필요한 피해자를 선정·지원했다.범죄예방을 위한 법률·제도개선으로 △형식적 심사로 법인명의 대포통장 대량 개설·유통 방지 △현금수거책 범죄 연루 방지를 위한 직업안정법 개정 필요 등을 제안했다.",부산일보,2023-01-10 10:30:01
경남경찰 지난해 보이스피싱 사기범 1144명 검거,"지난해 발건수 521건, 피해액 106억 원, 1144명 검거예방 홍보 위해 경남도 금감원 금융기관 등과 협업경남경찰이 지난해 보이스피싱 범죄 조직원 1144명을 검거했다. 경남경찰청은 서민경제를 침해하는 전화금융 사기를 근절하기 위해 지난해 1월부터 연말까지 집중 단속과 관련 기관 협업 예방·홍보 활동을 한 결과 전년보다 발생 건수 535건, 피해액 114억 원이 감소했다고 10일 밝혔다.
경남경찰청. 국제신문 DB경찰에 따르면 지난해 발생한 전화금융 사기는 521건, 피해액은 106억 원으로 전년(발생 건수 1056건, 피해액 220억 원, 검거 인원 1315명)보다 발생 건수는 535건(50.7%) 피해액은 114억 원(51.8%)이 감소했다.경찰은 총책, 관리책, 현금 수거책 등 범죄 조직원 1144명을 검거했다고 밝혔다. 경찰은 범죄 예방을 위해 금감원·경남도·금융기관 등 관련 기관과 협업해 홍보물을 제작하고, SNS·대형전광판·지로영수증·안내방송 등으로 연령별 맞춤형 홍보활동을 펼치고 범죄 피해 경각심을 높여 범죄 피해를 감소시킬 수 있었다.또 상·하반기 전화금융 사기 범행 이용 8대 범행 수단 특별단속을 실시해 504명을 검거하고, 대포폰 1928개, 대포통장 480개를 적발하는 등 범행 수단을 차단함으로써 범행 발생 자체를 많이 감소시킨 것으로 분석됐다.경찰은 피해자들이 안정적으로 일상생활에 복귀할 수 있도록 경제적 지원을 위해 농협은행·경남은행과 업무협약을 맺고 ‘전기통신금융사기’ 피해자 지원금 2000만 원을 확보해 다액 피해자·고령자·외국인 등 지원이 필요한 대상자를 선정해 지원했다. 그 외에도 피해자전담경찰관 심리 상담·상담소 연계, 지자체 협업 생필품 지원 등 피해자별 맞춤형 지원 활동을 한다.경찰 관계자는 “최근 신종범죄 수법이 등장하면서 큰 피해가 발생할 것에 대비해 올해에도 전화금융 사기를 강력하게 단속하고, 예방·홍보 활동과 법률·제도 개선 사항을 발굴해 범죄를 차단하고 피해자들의 일상 회복을 위한 피해 지원에 집중하겠다”며 “일상생활 중 조금이라도 전화금융 사기가 의심되는 상황이 발생하면 112로 신고하거나 가까운 경찰서, 지구대·파출소에 방문해 상담해 달라”고 당부했다.",국제신문,2023-01-10 10:39:01
경남 보이스피싱 전년보다 50% 줄었지만 수법은 더 교묘,"경찰, 피해금 전달책 연루 범죄 주의 당부
경남경찰청 전경[연합뉴스 자료사진](창원=연합뉴스) 이준영 기자 = 경남 지역 전화금융사기(보이스피싱)가 줄고 있지만, 여전히 교묘한 수법으로 피해자를 노리는 범죄가 잇따르고 있어 주의가 필요하다는 지적이 나온다.     경남경찰청은 지난해 보이스피싱 범죄 건수(521건)가 2021년(1천56건)과 비교해 50.7% 감소했다고 10일 밝혔다.    피해액은 2021년 220억원에서 지난해 106억원으로 51.8% 하락했고 검거 건수도 2021년 2천354건에서 지난해 1천741건으로 줄어들었다.    경찰은 보이스피싱 범죄에 자주 사용되는 8대 범행수단(대포폰·대포통장·변작중계기·불법환전·악성앱·개인정보불법유통·미끼문자·거짓구인광고)에 대해 특별 단속을 해 504명을 검거했다.     특히 최근에는 아르바이트라고 속인 거짓 구인광고를 보고 찾아온 일반인에게 보이스피싱 피해금을 받아 입금하도록 하는 범죄(사기 방조)도 잇따른다.    지난해 12월에는 피해자로부터 대환대출 상환금 명목으로 4천100만원을 건네받아 보이스피싱 조직원에게 넘긴 30대가 징역 6개월을 선고받았다.    경찰은 이 같은 범죄 수법을 막기 위해 전화금융사기 근절 특별팀을 구성해 운영 중이다.    또 피해자들의 경제적 지원을 위해 농협은행·경남은행과 업무협약을 맺어 고액 피해자나 고령자 등에게 지원하고 있다.    김병수 경남경찰청장은 ""올해는 여러 관계 기관과 더욱 협력해 서민 경제를 위협하는 보이스피싱을 강력하게 단속하고 피해자들의 일상 회복을 적극적으로 돕겠다""고 말했다.     ljy@yna.co.kr",연합뉴스,2023-01-10 10:58:18
"경남경찰, 지난해 전화금융사기범 1144명 검거","핵심요약발생건수 521건, 피해액 106억 원 '전년대비 절반 이상 감소'""연령별 맞춤형 홍보 활동 실시, 도민상대 범죄 피해 경각심 인식시켜 범죄 피해 대폭 감소""
경남경찰청 제공지난해 경남지역에서 전화금융사기 범죄로 총 1140여 명이 검거됐다.경남경찰청은 지난해 서민경제를 침해하는 전화금융사기를 근절하기 위해 연중 집중 단속을 벌인 결과 범죄 조직원 1741건에 1144명을 검거했다고 10일 밝혔다.발생건수는 521건, 피해액은 106억 원으로, 전년대비 발생건수는 50.8%, 피해액은 51.8% 감소했다.경찰은 사전 범죄 예방을 위해 유관기관과 함께 연령별 맞춤형 홍보활동을 실시하고 도민들을 대상으로 범죄 피해 경각심을 인식시켜 범죄 피해를 대폭 감소시켰다고 설명했다.경찰은 또 전화금융사기 피해자 지원에도 적극 나섰다. 경찰은 피해자들이 안정적으로 일상생활 복귀가 가능하도록 경제적 지원을 위해 농협은행, 경남은행과 업무협약을 맺고 전기통신금융사기 피해자 지원금 2천만 원을 확보해 다액 피해자, 고령자, 외국인 등 지원이 필요한 대상자를 선정해 지원했다.법률·제도개선을 통한 범죄의 근본적 차단을 위해 형식적 심사를 통한 법인명의 대포통장 대량 개설 및 유통방지, 국민들의 현금수거책 범죄 연루 방지를 위한 직업안정법 개정 필요 사항 등을 발굴해 관계기관에 적극 건의했다고 경찰은 설명했다.김병수 경남경찰청장은 ""최근 신종 범죄수법이 등장하면서 많은 피해가 발생할 것에 대비해 경남경찰청에서는 올해도 기능 간, 기관 간 적극 협력해 서민경제를 침해하는 전화금융사기를 강력하게 단속하겠다""며 ""또한 적극 예방·홍보 활동과 법률·제도 개선사항 발굴로 사전에 범죄를 차단 범죄 피해자들의 일상 회복을 위한 피해 지원에 집중하겠다""고 말했다.※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : jebo@cbs.co.kr카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn",노컷뉴스,2023-01-10 13:15:01
"부산경찰청, 11일부터 설 명절 치안 대책 강화","부산경찰청 전경.ⓒ News1(부산=뉴스1) 노경민 기자 = 부산경찰청은 11일부터 24일까지 설 명절 종합치안대책을 추진한다고 10일 밝혔다.경찰은 설 연휴 전후로 절도 범죄가 많은 점을 고려해 무인점포, 금은방 등 현금을 주로 사용하는 업소와 여성 1인 가구, 다세대 밀집지역 등 범죄 취약 지역에 기동대를 배치해 방범 순찰을 강화한다.아울러 가정폭력 예방을 위해 가정폭력 재발 우려 가정을 대상으로 전수 모니터링을 실시한다.연휴 기간에는 금은방이나 빈집을 노린 절도 사범에 대한 단속을 강화하고, 전화금융사기 발생 시 신속히 초동 조치할 방침이다.경찰은 대형마트와 전통시장, 터미널 등 혼잡이 예상되는 곳에 선제적으로 인력을 배치하고, 비접촉 음주 감지기와 암행 순찰차를 활용해 음주운전 등을 강력히 단속할 예정이다.우철문 부산경찰청장은 ""설 명절 종합치안대책 수립으로 빈틈없는 안전 관리와 민생안전 확보 등 연휴 기간 집중되는 치안 수요에 선제적으로 대비하겠다""고 말했다.",뉴스1,2023-01-10 16:02:36
"영천경찰서, 전화금융사기 예방 농협직원에 '감사장'","영천경찰서, 보이스피싱 예방 감사장 전달식[영천=뉴시스] 이은희 기자 = 경북 영천경찰서는 전화금융사기를 예방한 농협 직원에게 감사장을 수여했다고 10일 밝혔다. 지역 한 농협의 A과장은 지난 2일 오후 2시께 B고객이 ‘차량 구매 시 대출금을 갚는다’며 5900만 원을 현금으로 요청하자 이를 수상히 여기고 경찰에 신고했다.당시 B씨는 “오늘 4시까지 돈을 전달하지 못해 저금리 기업운영자금 대출을 받지 못하면 책임질 거냐”며 항의했다. 이에 출동한 경찰관은 최근의 피해 사례를 설명하고 휴대전화에서 ‘저금리 대출신청’ 문자를 발견 후 구체적 사용처를 물었다.      또 대출금 변제를 위해 현금 인출을 계획한 것으로 확인하고, 이를 중단시킨 후 B씨 휴대전화의 악성 앱도 삭제했다. 한편 A씨는 지난해 1월에도 다른 근무지에서 우체국 택배 사칭 1100만 원의 전화금융사기를 예방한 바 있다. 민문기 영천경찰서장은 “지역 금융기관과의 긴밀한 협조로 보이스피싱 예방에 최선을 다하겠다”고 말했다",뉴시스,2023-01-10 16:03:28
